Preferred Name	NCGC Lib	SMILES	ML	Report Title	Probe Report URL (old mli links are down)	Source	Probe Present	comment	MLS_ID	SMR_ID	SID	CIDs
	NCGC00386217-01|NCGC00386217-02|NCGC00386217-03|NCGC00386217-04|NCGC00386217-05|NCGC00386217-06	COc1cc(NC(=O)c2ccccn2)ccc1Cl	ML128	"Discovery of a novel metabotropic glutamate receptor 4 (mGlu4) positive allosteric modulator (PAM) extended probe: Characterization of ML292, a potent and selective mGlu4 PAM which produces efficacy alone or in combination with L-DOPA in preclinical rodent models of Parkinson's disease 
Discovery of a potent, selective and orally active in vivo mGlu4 positive allosteric modulator 
The discovery and characterization of a centrally penetrant (ML396) and a peripherally restricted (ML397) pan-Group III mGlu positive allosteric modulators 
Discovery of a potent, selective and in vivo active mGluR4 positive allosteric modulator"	"http://www.ncbi.nlm.nih.gov/books/NBK133426 
http://www.ncbi.nlm.nih.gov/books/NBK143194 
http://www.ncbi.nlm.nih.gov/books/NBK280048 
http://www.ncbi.nlm.nih.gov/books/NBK50684"	NCBI Bookshelf Probe Report	Probe present		MLS002608914	SMR001537709	85240643	
	NCGC00370888-01|NCGC00370888-02|NCGC00370888-03	COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1	ML129	"Development of the First Highly Selective mAChR 5 (M5) Positive Allosteric Modulator (PAM) 
Development and characterization of a highly selective M5 PAM probe molecule with improved potency 
Discovery of the first mAChR 5 (M5) selective ligand, an M5 Positive Allosteric Modulator (PAM)"	"http://www.ncbi.nlm.nih.gov/books/NBK143193 
http://www.ncbi.nlm.nih.gov/books/NBK148851 
http://www.ncbi.nlm.nih.gov/books/NBK50691"	NCBI Bookshelf Probe Report	Probe present		"MLS002608915, MLS006028649"	SMR001537710	85285486	
	MLS001201458-01|NCGC00351605-01|NCGC00351605-02|NCGC00351605-03|NCGC00351605-04|NCGC00351605-05|NCGC00351605-06|NCGC00351605-07|NCGC00351605-08	Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12	ML130	"High Throughput Screening Assays for NOD1 Inhibitors - Probe 1 
High Throughput Screening Assays for NOD1 Inhibitors - Probe 2"	"http://www.ncbi.nlm.nih.gov/books/NBK50683 
http://www.ncbi.nlm.nih.gov/books/NBK50701"	NCBI Bookshelf Probe Report	Probe present		"MLS001201458, MLS002639479"	SMR000523991	"99495604, 85248360"	
	MLS002699003-01	CCc1cccc(CC)c1NC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl	ML131	Probe Development Efforts to Identify Novel Antagonists of the Sphingosine 1-phosphate Receptor 4 (S1P4)	http://www.ncbi.nlm.nih.gov/books/NBK51967	NCBI Bookshelf Probe Report	Probe present		MLS002699003	SMR001563129	"99495819, 87357351"	
	MLS002729011-01|NCGC00183434-01|NCGC00183434-02|NCGC00183434-03|NCGC00183434-04|NCGC00183434-05|NCGC00183434-06	CC(C)(C)[C@H](NC(=O)c1ccc(N)c(Cl)c1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(O)=O)C#N	ML132	A small molecule inhibitor of Caspase 1	http://www.ncbi.nlm.nih.gov/books/NBK56241	NCBI Bookshelf Probe Report	Probe present		"MLS002729011, MLS003178557"	SMR001600516	"99495747, 87544173"	
	MLS001203677-01|NCGC00379157-01|NCGC00379157-02|NCGC00379157-03|NCGC00379157-04	COc1ccc(CNCc2cccc3ccccc23)cc1	ML133	A potent and selective small molecule Kir2.1 inhibitor	http://www.ncbi.nlm.nih.gov/books/NBK50692	NCBI Bookshelf Probe Report	Probe present		"MLS001203677, MLS006028544, MLS002699048"	"SMR000516138, SMR001563177"	87457855	
	MLS000554305-01|NCGC00386886-01	CCCOc1ccc(cc1)-c1nc(OC)c2ccccc2n1	ML134	Identification of small molecules that selectively inhibit streptokinase expression without suppression of viability in Group A streptococci - Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK56227	NCBI Bookshelf Probe Report	Probe present		"MLS000554305, MLS002699829"	SMR000146622	"99495621, 87334024, 85281155"	
	MLS000326035-01|NCGC00386883-01	COc1ccc(Sc2ccc(NC(=O)c3ccccc3Cl)cc2C#N)cc1	ML135	Identification of small molecules that selectively inhibit streptokinase expression without suppression of viability in Group A streptococci - Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK56240	NCBI Bookshelf Probe Report	Probe present		"MLS000326035, MLS002699833"	SMR000170161	"99495625, 87334030, 85281146"	
	MLS002699139-01|NCGC00386854-01|NCGC00386854-02	[O-][N+](=O)c1cccc(c1)S(=O)(=O)n1cccc1\C=C(/C#N)S(=O)(=O)c1ccc(F)cc1	ML136	Probe Report for PME-1 Inhibitors	http://www.ncbi.nlm.nih.gov/books/NBK50686	NCBI Bookshelf Probe Report	Probe present	CID-44607965	MLS002699139	SMR001563244	"99495658, 87457340"	44607965
	NCGC00402335-01|NCGC00402335-02	Cn1cc(cn1)-c1ccc(CN2C(=O)C(=O)c3ccccc23)c(F)c1	ML137	"Discovery and development of the a highly selective M1 Positive Allosteric Modulator (PAM) 
Discovery and development of a second highly selective M1 Positive Allosteric Modulator (PAM)"	"http://www.ncbi.nlm.nih.gov/books/NBK50695 
http://www.ncbi.nlm.nih.gov/books/NBK50704"	NCBI Bookshelf Probe Report	Probe present		MLS002699061	SMR001563190	85286053	
	MLS002699344-01|NCGC00386895-01|NCGC00386895-02|NCGC00386895-03|NCGC00386895-04	Clc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1Cl	ML138	Selective KOP Receptor Agonists: Probe 1 & Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK50694	NCBI Bookshelf Probe Report	Probe present		"MLS002699344, MLS006028066"	SMR001563272	"99495677, 87334039"	
	MLS000729783-01|NCGC00386888-01	O=C(NC1CCCCC1)C1(CCCCC1)N(Cc1cccs1)C(=O)c1ccccn1	ML139	Selective KOP Receptor Agonists: Probe 1 & Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK50694	NCBI Bookshelf Probe Report	Probe present		"MLS000729783, MLS002699338"	SMR000308060	"99495671, 87218782"	
	MLS000682490-01|NCGC00386887-01	CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1)Cc1ccccc1	ML140	"Selective KOP Receptor Antagonists: Probe 1 
Antagonist for the Kappa Opioid Receptor"	"http://www.ncbi.nlm.nih.gov/books/NBK50689 
http://www.ncbi.nlm.nih.gov/books/NBK66151"	NCBI Bookshelf Probe Report	Probe present		"MLS000682490, MLS002699332"	SMR000314971	"99495665, 87218794"	
	MLS000693334-01|NCGC00263209-01|NCGC00263209-02|NCGC00263209-03|NCGC00263209-04|NCGC00263209-05|NCGC00263209-06|NCGC00263209-07|NCGC00263209-08|NCGC00263209-09|NCGC00263209-10|NCGC00263209-11|NCGC00263209-12|NCGC00263209-13	COc1ccc(cc1)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccccc1	ML141	A Potent and Selective Inhibitor of Cdc42 GTPase	http://www.ncbi.nlm.nih.gov/books/NBK51965	NCBI Bookshelf Probe Report	Probe present		"MLS000693334, MLS002699035, MLS006011906"	SMR000299863	"99495652, 57578341"	
	MLS001173536-01	Brc1ccc2N=C3CCCN3Cc2c1	ML142	A Cell Based Assay for the Identification of Lead Compounds with Anti-Viral Activity Against West Nile Virus	http://www.ncbi.nlm.nih.gov/books/NBK50698	NCBI Bookshelf Probe Report	Probe present		"MLS001173536, MLS002703289"	SMR000538895	87219062	
	MLS002699430-01|NCGC00386903-01	O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1)Nc1ccc2CCCc2c1	ML143	A Cell Based Assay for the Identification of Lead Compounds with Anti-Viral Activity Against West Nile Virus	http://www.ncbi.nlm.nih.gov/books/NBK50698	NCBI Bookshelf Probe Report	Probe present		"MLS000417128, MLS002699430"	SMR000264306	"99495681, 85248337"	
	MLS000048987-01|NCGC00060059-01|NCGC00060059-02	Cc1ccccc1N1CCN(CC1)c1ncnc2n(Cc3ccc(Cl)cc3)ncc12	ML144	"Selective GPR35 Antagonists - Probes 1 & 2 
Selective GPR35 Antagonists - Probe 3"	"http://www.ncbi.nlm.nih.gov/books/NBK50703 
http://www.ncbi.nlm.nih.gov/books/NBK98924"	NCBI Bookshelf Probe Report	Probe present		"MLS000048987, MLS001384889, MLS002699449"	SMR000074215	"99495700, 87544496"	
	MLS000575039-01|MLS002699443-01|NCGC00386897-01|NCGC00386897-02	CC(C=C1SC(=S)N(CCCC(=O)Nc2ccc(C(O)=O)c(O)c2)C1=O)=Cc1ccccc1	ML145	"Selective GPR35 Antagonists - Probes 1 & 2 
Selective GPR35 Antagonists - Probe 3"	"http://www.ncbi.nlm.nih.gov/books/NBK50703 
http://www.ncbi.nlm.nih.gov/books/NBK98924"	NCBI Bookshelf Probe Report	Probe present		"MLS000575039, MLS002540902, MLS002699443"	"SMR000208964, SMR001563336"	"99495694, 87544499"	
	MLS000100710-01|MLS002699436-01|NCGC00086687-01|NCGC00086687-02|NCGC00086687-03|NCGC00086687-04	CC=CCn1c(SCCCc2ccccc2)nc2n(C)c(=O)[nH]c(=O)c12	ML146	High Throughput Screening Assays for NOD1 Inhibitors - Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK50701	NCBI Bookshelf Probe Report	Probe present		"MLS000100710, MLS002699436"	"SMR000015484, SMR001563333"	"99495687, 87225488"	
	MLS000089867-01|MLS002729015-01|NCGC00044151-01|NCGC00044151-02|NCGC00044151-03|NCGC00044151-04|NCGC00044151-05	Brc1c[nH]c2nc(SCc3ccccc3C#N)nc2c1	ML147	"Discovery of two small molecule inhibitors, ML387 and ML388, of human NAD+-dependent 15-hydroxyprostaglandin dehydrogenase 
Potent and selective inhibitors of NAD+-dependent 15-hydroxyprostaglandin dehydrogenase (HPGD)"	"http://www.ncbi.nlm.nih.gov/books/NBK280041 
http://www.ncbi.nlm.nih.gov/books/NBK56243"	NCBI Bookshelf Probe Report	Probe present		"MLS000089867, MLS002729015"	"SMR000024485, SMR001600518"	"99495751, 87550717"	
	MLS000095927-01|NCGC00065167-01|NCGC00065167-02|NCGC00065167-03|NCGC00065167-04|NCGC00065167-05	Cc1cccc(c1)-n1cnc2cc(ccc12)C(=O)N1CCCCC1	ML148	"Discovery of two small molecule inhibitors, ML387 and ML388, of human NAD+-dependent 15-hydroxyprostaglandin dehydrogenase 
Potent and selective inhibitors of NAD+-dependent 15-hydroxyprostaglandin dehydrogenase (HPGD)"	"http://www.ncbi.nlm.nih.gov/books/NBK280041 
http://www.ncbi.nlm.nih.gov/books/NBK56243"	NCBI Bookshelf Probe Report	Probe present		"MLS000095927, MLS002729014"	SMR000031475	"99495750, 87550718"	
	MLS000048641-01|NCGC00037850-01|NCGC00037850-02|NCGC00037850-03|NCGC00037850-04|NCGC00037850-05	Cc1cc(c(C)n1-c1ccccc1)-c1nnc2CCCCCn12	ML149	"Discovery of two small molecule inhibitors, ML387 and ML388, of human NAD+-dependent 15-hydroxyprostaglandin dehydrogenase 
Potent and selective inhibitors of NAD+-dependent 15-hydroxyprostaglandin dehydrogenase (HPGD)"	"http://www.ncbi.nlm.nih.gov/books/NBK280041 
http://www.ncbi.nlm.nih.gov/books/NBK56243"	NCBI Bookshelf Probe Report	Probe present		"MLS000048641, MLS002729013"	SMR000060930	"99495749, 87550716"	
	MLS000049874-01|NCGC00060118-01|NCGC00060118-02|NCGC00060118-03|NCGC00060118-04	CN(C)c1nc(N)nc(CSc2nnnn2-c2cccc3ccccc23)n1	ML150	Identification of a small molecule that selectively inhibits alpha-synuclein translational expression	http://www.ncbi.nlm.nih.gov/books/NBK55070	NCBI Bookshelf Probe Report	Probe present		"MLS000049874, MLS002546659, MLS002703075"	SMR000076922	"99495777, 87218804"	
	MLS000389544-01|NCGC00188612-01|NCGC00188612-02|NCGC00188612-03	CS(=O)(=O)c1ccc(cc1[N+]([O-])=O)C(=O)OCC(=O)NC12CC3CC(CC(C3)C1)C2	ML151	qHTS for Inhibitors of the Interaction of Thyroid Hormone Receptor and Steroid Receptor Coregulator 2	http://www.ncbi.nlm.nih.gov/books/NBK56238	NCBI Bookshelf Probe Report	Probe present		"MLS000389544, MLS003915224"	SMR000255818	"22409467, 87550784, 87550851"	
	MLS000039538-01|MLS002728999-01|NCGC00067895-01|NCGC00187642-01|NCGC00187642-02|NCGC00187642-03|NCGC00187642-04	O=C1CCCC2=C1C1(CCCC1)NC(Nc1nc3ccccc3o1)=N2	ML152	Toward Improved Therapy for Classic Galactosemia	http://www.ncbi.nlm.nih.gov/books/NBK56237	NCBI Bookshelf Probe Report	Probe present		"MLS000039538, MLS002728999"	"SMR000036912, SMR001600504"	"99495736, 87550830"	
	MLS000698854-01|MLS000698854-02|MLS000698854-03|NCGC00183533-01	NC(=O)C1CCN(CC1)c1nc(cs1)-c1ccc(Br)cc1	ML153		missing	missing	Probe present - assume remove	"""Resubmitted version (ML200) slight modification of original scaffold (ML153)"""	MLS000698854	SMR000229365	"22404505, 87677807"	
	MLS002703109-01|NCGC00185684-01|NCGC00185684-02|NCGC00185684-03|NCGC00185684-04|NCGC00185684-05	Cc1c(n2ccccc2[n+]1C\C=C\c1ccccc1)P(=S)(c1ccccc1)c1ccccc1	ML154	Identification of Small Molecule Antagonists of the Neuropeptide-S Receptor	http://www.ncbi.nlm.nih.gov/books/NBK51966	NCBI Bookshelf Probe Report	Probe present		MLS002703109	SMR001566914	"99495638, 87796314"	
	NCGC00182292-01|NCGC00182292-02|NCGC00182292-03|NCGC00182292-04	O=S(=O)(N1CCN(CC1)c1nc(nc2ccccc12)-c1cccs1)c1ccc2ccccc2c1	ML155	Identification of Modulators of the N370S Mutant Form of Glucocerebrosidase as a Potential Therapy for Gaucher Disease - Chemotype 1	http://www.ncbi.nlm.nih.gov/books/NBK63601	NCBI Bookshelf Probe Report	Probe present		MLS003429232	SMR002098564	85267237	
	MLS002703100-01|NCGC00159568-01|NCGC00159568-02|NCGC00159568-03|NCGC00159568-04|NCGC00159568-05	Clc1ccc(CN(CCCNC(=S)NCCCc2c[nH]cn2)c2ccc(Br)cn2)cc1Cl	ML156	Identification of Modulators of the N370S Mutant Form of Glucocerebrosidase as a Potential Therapy for Gaucher Disease - Chemotype 2	http://www.ncbi.nlm.nih.gov/books/NBK56229	NCBI Bookshelf Probe Report	Probe present		"MLS002703100, MLS006028382"	SMR001566905	"99495629, 89449177"	
	MLS000735000-01|NCGC00386885-01	CCCn1ncc(CN2CCCC(C2)C(=O)c2cccc(OC(C)C)c2)c1C	ML157	Identification of Small-Molecule Inhibitors of Trypansoma cruzi Infection	http://www.ncbi.nlm.nih.gov/books/NBK55071	NCBI Bookshelf Probe Report	Probe present		"MLS000735000, MLS002729073"	SMR000316586	"99495771, 87219036"	
	MLS000047897-01|MLS000878811-01|NCGC00051646-01|NCGC00051646-02	COc1ccc(CCN(C)C(=O)C2CCCN(Cc3ccc(OC)c(OC)c3)C2)cc1OC	ML158	Identification of Small-Molecule Inhibitors of Trypansoma cruzi Infection - Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK56242	NCBI Bookshelf Probe Report	Probe present		"MLS000047897, MLS000878811, MLS002725691"	"SMR000033897, SMR000390896"	"99495812, 87219048"	
	MLS001232812-01|MLS002699429-01|NCGC00386855-01	C\C(=N/NC(=O)C1CCCC1)c1ccc(NC(=O)C(F)(F)F)cc1	ML159	Chemical Genetic Analysis of Platelet Granule Secretion-Probe 1	http://www.ncbi.nlm.nih.gov/books/NBK55067	NCBI Bookshelf Probe Report	Probe present		"MLS001232812, MLS002699429"	"SMR000679015, SMR001563328"	"99495773, 91148452, 87235625"	
	MLS000537602-01|NCGC00386879-01	Cc1ccc(cc1)-n1c(N)c(C#N)c(-c2ccccc2)c(C#N)c1=O	ML160	Chemical Genetic Analysis of Platelet Granule Secretion-Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK55073	NCBI Bookshelf Probe Report	Probe present		"MLS000537602, MLS002699917"	SMR000162699	"99495717, 87556782"	
	MLS000571703-01|NCGC00371123-01|NCGC00371123-02|NCGC00371123-03|NCGC00371123-04|NCGC00371123-05|NCGC00371123-06|NCGC00371123-07|NCGC00371123-08|NCGC00371123-09|NCGC00371123-10|NCGC00371123-11	CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1	ML161	Chemical Genetic Analysis of Platelet Granule Secretion-Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK55066	NCBI Bookshelf Probe Report	Probe present		"MLS000571703, MLS002699906, MLS006030008"	SMR000193713	"99495706, 87457110"	
	MLS000583955-01|NCGC00386877-01|NCGC00386877-02|NCGC00386877-03	COc1ccc(cc1Cl)N(C(C(=O)NCCc1ccccc1)c1cccs1)C(=O)CCl	ML162	Screen for RAS-Selective Lethal Compounds and VDAC Ligands - Probe 1	http://www.ncbi.nlm.nih.gov/books/NBK55069	NCBI Bookshelf Probe Report	Probe present		"MLS000583955, MLS002588779, MLS002703080"	SMR000206941	"99495782, 89856179, 87692475"	
	MLS000555302-01|NCGC00386884-01|NCGC00386884-02|NCGC00386884-03	N(c1nnc(s1)-c1ccncc1)c1cccc2ccccc12	ML163	Identification of a small molecule that selectively activates alpha-synuclein translational expression	http://www.ncbi.nlm.nih.gov/books/NBK55072	NCBI Bookshelf Probe Report	Probe present		"MLS000555302, MLS002725686"	SMR000178575	"99495808, 87218802"	
	MLS001004886-01|NCGC00386878-01	Cc1ccc(NC(=O)CCC(=O)N\N=C\c2ccc(o2)[N+]([O-])=O)cc1C	ML164	Identification of Small-Molecule Inhibitors of Trypansoma cruzi Infection - Probe 1	http://www.ncbi.nlm.nih.gov/books/NBK56231	NCBI Bookshelf Probe Report	Probe present		"MLS001004886, MLS002725687"	SMR000348451	"99495809, 87219052"	
	NCGC00183896-01|NCGC00183896-02|NCGC00183896-03|NCGC00183896-04|NCGC00183896-05|NCGC00183896-06|NCGC00183896-07|NCGC00183896-08|NCGC00183896-09	NCC(=O)Nc1cccc(c1)-c1nn2c(nc(cc2=O)N2CCNCC2)s1	ML165	Inhibitors of Platelet Integrin Î±llbÎ_3	http://www.ncbi.nlm.nih.gov/books/NBK56230	NCBI Bookshelf Probe Report	Probe present	"CID-44820665, NCGC00183896-01"	MLS002729049	SMR001600564	89449681	44820665
			ML166		missing	missing	no info					
	MLS002729079-01|NCGC00188654-01|NCGC00188654-02|NCGC00188654-03|NCGC00188654-04|NCGC00188654-05|NCGC00188654-06|NCGC00188654-07|NCGC00188654-08|NCGC00188654-09	Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1	ML167	An inhibitor of the Cdc2-like kinase 4 (Clk4)	http://www.ncbi.nlm.nih.gov/books/NBK56236	NCBI Bookshelf Probe Report	Probe present		"MLS002729079, MLS006028733"	"SMR001600604, SMR004722174"	"99495790, 90944997"	
	MLS000089318-01|NCGC00037991-01|NCGC00037991-02|NCGC00037991-03|NCGC00037991-04|NCGC00037991-05	Cn1nnnc1Sc1ncnc2scc(-c3ccccc3)c12	ML168	Identification of compounds which inhibit cytotoxicity associated with mutant Huntingtin protein expression	http://www.ncbi.nlm.nih.gov/books/NBK56233	NCBI Bookshelf Probe Report	Probe present		"MLS000089318, MLS003910427"	SMR000062811	"3715739, 89650053"	
	NCGC00487240-01	Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3cc(Br)ccc3F)c3ccccc23)no1	ML169	Discovery and development of a second highly selective M1 Positive Allosteric Modulator (PAM)	http://www.ncbi.nlm.nih.gov/books/NBK50704	NCBI Bookshelf Probe Report	Probe present		MLS002700179	SMR001563904	85756541	
	MLS000673795-01|MLS002729005-01|NCGC00185939-01	Cc1ccc(NS(=O)(=O)c2ccc3NC(=O)CCc3c2)cc1C	ML170	Identification of activators for the M2 isoform of human pyruvate kinase Version 3	http://www.ncbi.nlm.nih.gov/books/NBK56225	NCBI Bookshelf Probe Report	Probe present		"MLS000673795, MLS002729005, MLS006033298"	"SMR000315036, SMR001600510"	"99495741, 85176568"	
	MLS000047624-01|NCGC00051573-01|NCGC00051573-02|NCGC00051573-03|NCGC00051573-04	CC(=O)c1ccc2Sc3ccccc3Nc2c1	ML171	Optimization and Characterization of an Inhibitor for NADPH Oxidase 1 (NOX-1)	http://www.ncbi.nlm.nih.gov/books/NBK98925	NCBI Bookshelf Probe Report	Probe present		"MLS000047624, MLS003166900"	SMR000033635	"143472007, 57287864"	
		FC(F)(F)Oc1ccc2N(Cc3ccc(Oc4ccccc4)cc3)C(=O)C(=O)c2c1	ML172	"Development of the First Highly Selective mAChR 5 (M5) Positive Allosteric Modulator (PAM) 
Development and characterization of a highly selective M5 PAM probe molecule with improved potency 
Discovery of the first mAChR 5 (M5) selective ligand, an M5 Positive Allosteric Modulator (PAM)"	"http://www.ncbi.nlm.nih.gov/books/NBK143193 
http://www.ncbi.nlm.nih.gov/books/NBK148851 
http://www.ncbi.nlm.nih.gov/books/NBK50691"	NCBI Bookshelf Probe Report	Probe present		MLS003108019	SMR001822824	87352032	
		Cc1cc(OCc2ccncc2)nc2sc(C(=O)NCc3cccc(F)c3F)c(N)c12	ML173	"Discovery of a Highly Selective in vitro and in vivo M4 Positive Allosteric Modulator (PAM) Series with Greatly Improved Human Receptor Activity 
Extended Probe Characterization: Development of an M4 PAM with Improved Activity and Brain Exposure, while Avoiding Species Bias 
Discovery of a novel structural class of M4 positive allosteric modulators: Characterization of ML293, N-(4-methoxy-7-methylbenzo[d]thiazol-2-yl)isonicotinamide, with CNS exposure in rats"	"http://www.ncbi.nlm.nih.gov/books/NBK143196 
http://www.ncbi.nlm.nih.gov/books/NBK143536 
http://www.ncbi.nlm.nih.gov/books/NBK143538"	NCBI Bookshelf Probe Report	Probe present		MLS002919691	SMR001788746	92392533	
	MLS001250337-01|MLS001250347-01|NCGC00386881-01|NCGC00487223-01	COC(=O)N1N(C(=O)OC)[C@](C2CCCC2)(C1=O)c1ccccc1	ML174	"Probe Development Efforts to Identify Novel Inhibitors of ABHD10 
Probe Development Efforts to Identify Novel Inhibitors of Protein Phosphatase Methylesterase-1 (PME-1)"	"http://www.ncbi.nlm.nih.gov/books/NBK143561 
http://www.ncbi.nlm.nih.gov/books/NBK98922"	NCBI Bookshelf Probe Report	Probe present		"MLS001250337, MLS001250347, MLS003126535"	"SMR000798345, SMR000798346"	"143471892, 99206500"	
	MLS000768222-01|NCGC00386844-01	[O-][N+](=O)c1ccc(cc1)N(CCCNC(=O)C(F)(F)F)C(=O)CCl	ML175	Optimization and Characterization of an Inhibitor for Glutathione S-Tranferase Omega 1 (GSTO1)	http://www.ncbi.nlm.nih.gov/books/NBK98917	NCBI Bookshelf Probe Report	Probe present		"MLS000768222, MLS003126529"	SMR000431543	"143471886, 99205797"	
	MLS003126319-01|NCGC00378899-01|NCGC00378899-02|NCGC00378899-03|NCGC00378899-04	OC(c1ccc(NS(=O)(=O)c2cccs2)cc1)(C(F)(F)F)C(F)(F)F	ML176	"Identification of a novel selective inverse agonist probe and analogs for the Retinoic acid receptor-related Orphan Receptor Alpha (RORÎ±) 
Identification of a novel selective inverse agonist probe and analogs for the Retinoic acid receptor-related Orphan Receptor Gamma (RORÎ_)"	"http://www.ncbi.nlm.nih.gov/books/NBK143192 
http://www.ncbi.nlm.nih.gov/books/NBK143543"	NCBI Bookshelf Probe Report	Probe present		"MLS003126319, MLS006029707, MLS006031893"	SMR001835204	"143471880, 85261497"	
	MLS003128609-01|NCGC00386926-01	[O-][N+](=O)c1cccc2[nH]c(CNc3nc(nc4n(cnc34)-c3ccsc3)N3CCOCC3)nc12	ML177	Identification of Small Molecule Inhibitors of Wee1 Degradation and Mitotic Entry	http://www.ncbi.nlm.nih.gov/books/NBK143190	NCBI Bookshelf Probe Report	Probe present		MLS003128609	SMR001836664	"143471874, 92092801"	
	MLS003115019-01|NCGC00370737-01|NCGC00370737-02|NCGC00370737-03|NCGC00370737-04|NCGC00370737-05	Clc1ccc(OCCOc2ccc(Br)nc2Br)c(Cl)c1	ML178	"Identification of a Novel Agonist of the Sphingosine 1-phosphate Receptor 4 (S1P4) 
Probe Development Efforts to Identify Novel Agonists of the Sphingosine 1-phosphate Receptor 4 (S1P4)"	"http://www.ncbi.nlm.nih.gov/books/NBK143556 
http://www.ncbi.nlm.nih.gov/books/NBK98915"	NCBI Bookshelf Probe Report	Probe present		MLS003115019	SMR001828627	"143471903, 87544119"	
	MLS003153120-01	FC(F)(F)c1cccc(c1)N1CCN(CC1)c1cc(=O)n(-c2ccccc2)c(=O)[nH]1	ML179	Discovery of Inverse Agonists for the Liver Receptor Homologue-1 (LRH1; NR5A2)	http://www.ncbi.nlm.nih.gov/books/NBK110132	NCBI Bookshelf Probe Report	Probe present		MLS003153120	SMR001857784	"143471994, 92092843"	
	MLS000094380-01|NCGC00050626-01|NCGC00050626-02|NCGC00050626-03|NCGC00050626-04|NCGC00050626-05|NCGC00050626-06	Clc1cccc(c1)N1CCN(CC1)c1cc(=O)n(C2CCCCC2)c(=O)[nH]1	ML180	Discovery of Inverse Agonists for the Liver Receptor Homologue-1 (LRH1; NR5A2)	http://www.ncbi.nlm.nih.gov/books/NBK110132	NCBI Bookshelf Probe Report	Probe present		"MLS000094380, MLS003153119"	SMR000029966	"143471993, 99344023"	
	MLS003170612-01|NCGC00386912-01	COc1ccc(Oc2c(Cl)cnn(-c3cc(C)cc(C)c3)c2=O)cc1	ML181	"Optimization and Characterization of a Second Antagonist for G-protein Coupled Receptor 7 (GPR7) 
Optimization and Characterization of an Antagonist for G-Protein Coupled Receptor 7 (GPR7)"	"http://www.ncbi.nlm.nih.gov/books/NBK143551 
http://www.ncbi.nlm.nih.gov/books/NBK98923"	NCBI Bookshelf Probe Report	Probe present		MLS003170612	SMR001872587	"143472038, 96021160"	
	MLS003171619-01|NCGC00386910-01	Clc1cc(NC(=O)c2ccccn2)ccc1N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O	ML182	"Discovery of a novel metabotropic glutamate receptor 4 (mGlu4) positive allosteric modulator (PAM) extended probe: Characterization of ML292, a potent and selective mGlu4 PAM which produces efficacy alone or in combination with L-DOPA in preclinical rodent models of Parkinson's disease 
Discovery of a potent, selective and orally active in vivo mGlu4 positive allosteric modulator"	"http://www.ncbi.nlm.nih.gov/books/NBK133426 
http://www.ncbi.nlm.nih.gov/books/NBK143194"	NCBI Bookshelf Probe Report	Probe present		MLS003171619	SMR001875504	"143471907, 99309089"	
	MLS002477156-01|NCGC00386819-01	CNC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)Nc1cccc2ccccc12	ML183	Antagonists of IAP-family anti-apoptotic proteins - Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK55068	NCBI Bookshelf Probe Report	Probe present		MLS002477156	SMR001399079	"99495565, 85164169"	
	MLS001002737-01|NCGC00370722-01|NCGC00370722-02|NCGC00370722-03|NCGC00370722-04	CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(c1)C(=O)N1CCN(CC1)c1cccc(C)c1C	ML184	Screening for Selective Ligands for GPR55 - Agonists	http://www.ncbi.nlm.nih.gov/books/NBK66152	NCBI Bookshelf Probe Report	Probe present		"MLS001002737, MLS003177341, MLS006029970"	SMR000369190	"143472243, 87225729"	
	NCGC00386823-01	COc1ccc(cc1)-c1csc(NC(=O)CSc2nnc3c(C)cc4ccccc4n23)n1	ML185	Screening for Selective Ligands for GPR55 - Agonists	http://www.ncbi.nlm.nih.gov/books/NBK66152	NCBI Bookshelf Probe Report	Probe present		"MLS000557802, MLS003177335"	SMR000172815	"143471951, 87225724"	
