Source_Type	Probe_ID	smiles	Sample_IDs	PubChem_CID	URL for CID resolution (if needed)	
Query	ML304	CCN1CCCC1CNC(=O)C2=CC3=C(C=C2)SC4=C(C=CC=C4C)C(=O)N3	NCGC00386836-01	56639562		
Query	ML306	CC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CC(=O)NCCC3=CC=CC=C3	NCGC00140268-01|NCGC00140268-02|NCGC00140268-03|NCGC00140268-04|NCGC00140268-05|NCGC00140268-06|NCGC00140268-07	5070704		
Query	ML307	C1CCN2C(=NC3=C2N=CN=C3N4CCCC(C4)C(=O)NCC5CCN(CC5)CC6=CC(=CC=C6)Cl)C1.C(=O)O	NCGC00386899-01	56639556		
Query	ML308	CC(C1CC2CCC1C2)N3C(=NNC3=S)C4=CC=CO4	MLS000516457-01	56928204		
Query	ML310	C1CN(CCN1CC2=CC=C(C=C2)C3=C(C=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O)F)CC4=CC=NC=C4	NCGC00379220-01|NCGC00379220-02|NCGC00379220-03|NCGC00379220-04|NCGC00379220-05|NCGC00379220-06|NCGC00379220-07	51035449		
Query	ML311	CCN1CCN(CC1)C(C2=CC=C(C=C2)C(F)(F)F)C3=C(C4=C(C=CC=N4)C=C3)O	MLS001198484-01|NCGC00386880-01	3384730		
Query	ML312	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)OC1CN(C)S(=O)(=O)C3=CC=C(C=C3)Cl)C(C)CO	NCGC00386868-01	44487061		
Query	ML314	COC1=CC=CC=C1N2CCN(CC2)C3=NC(=NC4=CC(=C(C=C43)OC)OC)C5CC5	NCGC00378708-01|NCGC00378708-02|NCGC00378708-03|NCGC00378708-04|NCGC00378708-05|NCGC00378708-06	53245590		
Query	ML315	C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CC(=CC(=C4)Cl)Cl	NCGC00241342-01|NCGC00241342-02|NCGC00241342-03	46926514		
Query	ML316	CCOC(=O)N1C(=O)C2(CCCCC2)N(C1=S)C3=CC=C(C=C3)F	NCGC00386850-01	56604860		
Query	ML318	C1=CC(=NC(=C1)C(F)(F)F)C(C#N)C2=CC=C(C=C2)F	NCGC00386835-01|NCGC00386835-02	56604881		
Query	ML320	CC1(CC2=C(C(C3=C(NNC3=N2)C(F)(F)F)C4=CC=CC=C4OC)C(=O)C1)C	NCGC00386848-01	56840716		
Query	ML321	CN1C2=C(C=CC(=C2)C(=O)NCCC3=CC=CS3)S(=O)C4=CC=CC=C4C1=O	NCGC00248415-01|NCGC00250206-01|NCGC00250206-02|NCGC00250206-03|NCGC00250206-04|NCGC00250206-05|NCGC00250206-06|NCGC00250207-01|NCGC00250207-02|NCGC00370678-01|NCGC00370678-02	57377246		
Query	ML322	CC1=CC=C(C=C1)CC2=C(N3C(=NC(=N3)SCC(=O)NCCN4CCNCC4)N=C2C)C	NCGC00386905-01	49800087		
Query	ML323	CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C	NCGC00262306-01|NCGC00262306-02|NCGC00262306-03|NCGC00262306-04|NCGC00262306-05|NCGC00262306-06|NCGC00262306-07|NCGC00262306-08|NCGC00262306-09|NCGC00262306-10|NCGC00262306-11|NCGC00262306-12|NCGC00262306-13|NCGC00262306-14|NCGC00262306-15|NCGC00262306-16|NCGC00262306-17|NCGC00262306-18|NCGC00262306-19|NCGC00262306-20|NCGC00262306-21|NCGC00262306-22|NCGC00262306-23|NCGC00262306-24|NCGC00262306-25|NCGC00262306-26|NCGC00345164-01|NCGC00345164-02|NCGC00345448-01|NCGC00345448-02|NCGC00346927-01|NCGC00346976-01|NCGC00346976-02	60167849		
Query	ML324	CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O	MLS002391556-01|NCGC00183808-01|NCGC00183808-02|NCGC00183808-03|NCGC00183808-04|NCGC00183808-05|NCGC00183808-06|NCGC00183808-07|NCGC00183808-08|NCGC00183808-09|NCGC00183808-10|NCGC00183808-11|NCGC00183808-12|NCGC00183808-13|NCGC00183808-14|NCGC00183808-15	44143209		
Query	ML325	C1=CC(=NC(=C1)C(=O)O)C2=NC3=C(C=C2)C(=O)C=C(C3=O)N	NCGC00386851-01	13891339		
Query	ML326	C1=CC=C(C=C1)OCCN2C3=C(C=C(C=C3)OC(F)(F)F)C(=O)C2=O	NCGC00386852-01	57525860		
Query	ML327	C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCNC(=O)C3=CC=CNC3=O	NCGC00386818-01	60167648		
Query	ML329	C1=CC=C2C(=C1)C(=O)C=C(C2=O)NC3=CC=C(C=C3)S(=O)(=O)N	NCGC00347067-01|NCGC00347067-02|NCGC00347067-03|NCGC00347067-04	12387471		
Query	ML330	CC(=O)C1=CC=C(C=C1)NC(=O)CNC(=O)C2=CC(=NC3=C2C=C(C=C3)OC)C4=CC(=C(C(=C4)OC)OC)OC	NCGC00386925-01	60202221		
Query	ML331	COC1=C(C2=C(C=C1)C3N(C(=O)C4=CC=CC=C4N3C2=O)CC5=C(C(=CC=C5)Cl)Cl)OC	NCGC00386923-01	60202247		
Query	ML332	CS(=O)(=O)N(CC(=O)NCC1CC1)C2=C(C=CC(=C2)C(F)(F)F)Cl	NCGC00386817-01	60210882		
Query	ML334	C1CCC(C(C1)C(=O)N2CCC3=CC=CC=C3C2CN4C(=O)C5=CC=CC=C5C4=O)C(=O)O	MLS000083839-01|MLS002584507-01|NCGC00071122-01|NCGC00386934-01	56840728		
Query	ML335	CCOC(=O)C1(CCN(CC1)CC2=CC=C(C=C2)NC(=O)C)CCC3=CC=CC=C3	MLS001000244-01|NCGC00386865-01|NCGC00386865-02|NCGC00386865-03|NCGC00386865-04|NCGC00386865-05	23723457		
Query	ML336	CN1CCN(C(=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=CC=CC=C3)C1)C	NCGC00387374-01|NCGC00387374-02|NCGC00402341-01|NCGC00402341-02	71301451		
Query	ML337	COC1=CC=C(C=C1)C#CC2=CC(=C(C=C2)C(=O)N3CCCC(C3)O)F	NCGC00379242-01|NCGC00379242-02	60204017		
Query	ML339	COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC3CCCC(C2)N3CC(=O)NC4=CC=CC=C4Cl	NCGC00386856-01	60202254		
Query	ML340	CC1CCN(CC1)C2=CC(=NC=N2)NC(=O)C3=CC=CC=C3	NCGC00386871-01|NCGC00386871-02|NCGC00386871-03	65389180		
Query	ML341	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=NC=C3)OC1CN(C)CC4=CC=C(C=C4)OC5=CC=CC=C5)C(C)CO	MLS002473875-01|NCGC00351876-01|NCGC00351876-02	44493436		
Query	ML342	CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N2CCN(CC2)C3=CC=CC=N3	MLS000064236-01|NCGC00052767-01|NCGC00052767-02	2953239		
Query	ML344	CCN1C(=NN=N1)NCC2=CC=C(C=C2)C(C)C	NCGC00386931-01	4727493		
Query	ML345	C1COCCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)N4C(=O)C5=C(S4)C=CC(=C5)F	NCGC00386833-01|NCGC00386833-02|NCGC00386833-03|NCGC00386833-04	57390068		
Query	ML346	COC1=CC=C(C=C1)C=CC=C2C(=O)NC(=O)NC2=O	NCGC00386904-01	767276		
Query	ML347	COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=C5C=CC=NC5=CC=C4)N=C2	NCGC00379236-01|NCGC00379236-02|NCGC00379236-03|NCGC00379236-04|NCGC00379236-05|NCGC00379236-06|NCGC00379236-07|NCGC00379236-08|NCGC00379236-09|NCGC00379236-10|NCGC00379236-11	44577753		
Query	ML348	C1CN(CCN1CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl)C(=O)C3=CC=CO3	MLS000047443-01|NCGC00045818-01|NCGC00045818-02|NCGC00045818-03|NCGC00045818-04|NCGC00045818-05|NCGC00045818-06	3238952		
Query	ML349	COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(S3)C5=CC=CC=C5S(=O)(=O)C4	MLS000660673-01|NCGC00386913-01|NCGC00386913-02|NCGC00386913-03	16193817		
Query	ML352	CC(C)C1=NOC(=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C	NCGC00386863-01|NCGC00386863-02|NCGC00481580-01|NCGC00481580-02	70679283		
Query	ML353	C1C2C1CN(C2)C(=O)C3=NC=C(C=C3)C#CC4=CC(=CC=C4)F	NCGC00386906-01	70789094		
Query	ML355	COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4S3	NCGC00263773-01|NCGC00263773-02|NCGC00263773-03|NCGC00263773-04|NCGC00263773-05|NCGC00263773-06|NCGC00263773-07|NCGC00263773-08|NCGC00263773-09|NCGC00263773-10|NCGC00263773-11|NCGC00263773-12|NCGC00263773-13|NCGC00263773-14|NCGC00263773-15|NCGC00263773-16|NCGC00263773-17|NCGC00263773-18|NCGC00263773-19|NCGC00263773-20	70701426		
Query	ML358	[H+].CCOC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=C(C=C3)Cl.[Cl-]	NCGC00386829-01	70789776		
Query	ML364	CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(F)(F)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4	NCGC00262995-01|NCGC00262995-02|NCGC00262995-03|NCGC00262995-04|NCGC00262995-05|NCGC00262995-06|NCGC00262995-07	70789348		
Query	ML365	CC1=CC=CC(=C1)C(=O)NC2=CC(=CC=C2)NC(=O)C3=CC=CC=C3OC	NCGC00386909-01|NCGC00386909-02|NCGC00386909-03|NCGC00386909-04	46785920		
Query	ML366	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	NCGC00181014-01|NCGC00181014-02|NCGC00181014-03|NCGC00181014-04|NCGC00346528-01|NCGC00346528-02|NCGC00346528-03|NCGC00346528-04|NCGC00379045-01|NCGC00379045-02	443990		
Query	ML368	C1=CC(=CC=C1C#N)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=C5C(=NC=C4)N=CN5.C(=O)(C(F)(F)F)O	NCGC00386826-01	71295818		
Query	ML369	C1CN(CCC1C2=CC(=C(C=C2)O)O)C3=CC=NC4=CC=CC=C43	NCGC00347063-01|NCGC00347063-02	56846691		
Query	ML370	CN1C2=C(C=C3C=CC(=CC3=N2)OC)C(=N1)NC(=O)C4=CC=CO4	NCGC00386908-01	70680248		
Query	ML381	CC(C1=CC=CC=N1)N(C)C(=O)C2=NOC(=C2)COC3=CC=CC(=C3)C(=O)C	MLS001101196-01	42519285		
Query	ML387	COC1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4	NCGC00262228-01|NCGC00262228-02|NCGC00262228-03	3474778		
Query	ML388	CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C	NCGC00249661-01|NCGC00249661-02|NCGC00249661-03|NCGC00249661-04	71307851		
Query	ML396	C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)OC3=NC=C(C=C3)Cl)Cl.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O	NCGC00476190-01	73058451		
Query	ML397	CC1=CC(=C(N1C2=CC=C(C=C2)C(=O)OC)C)C(=O)CSC3=CC=C(C=C3)NC(=O)C	MLS000418059-01	4043841		
"Page Visit (PubChem, CID)"	ML022	CC(C)C1=CC=C(SCC(=O)N2CCOCC2)C=C1	MLS-0146231.0001	16725062		
"Page Visit (PubChem, CID)"	ML039	OCCNC(=O)C1=CC(=NN1)C2=CC=C(Cl)C(Cl)=C2Cl	MLS-0146291.0001	24178170		
"Page Visit (PubChem, CID)"	ML040	CC1=CC=C(C)N1C2=CC=C(C(O)=O)C(O)=C2	BIM-0001471.P001	668744		
"Page Visit (PubChem, CID)"	ML055	CC1=CC(C)=NC(=N1)\N=C(\N)NC2=CC=CC(N)=C2	MLS-0315693.0002	5816499		
"Page Visit (PubChem, CID)"	ML086	CN(C)C(=O)C1=CC(=CC=C1)N2SC3=C(C=CC=C3)C2=O	MLS-0390838.0002	16749996		
"Page Visit (PubChem, CID)"	ML172	FC(F)(F)OC1=CC=C2N(CC3=CC=C(OC4=CC=CC=C4)C=C3)C(=O)C(=O)C2=C1	VU0400265-1	44602489		
"Page Visit (PubChem, CID)"	ML173	CC1=CC(OCC2=CC=NC=C2)=NC3=C1C(N)=C(S3)C(=O)NCC4=CC=CC(F)=C4F	VU0359508	45142486		
"Page Visit (PubChem, CID)"	ML225	C1CCN(C1)C(=O)N2N=CC(=N2)C3=CC=C(C=C3)C4=CC=CC=C4	MLS003448139	56593029		
"Page Visit (PubChem, CID)"	ML226	CCC1CCCCN1C(=O)N2[NH+]=CC(=N2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O	SR-02000000952-1	71304779		
"Page Visit (PubChem, CID)"	ML227	OC(C1CCCC1)(C2CCN(CCCOC3=CC=C(C=C3)C#N)CC2)C4=CC=CC=C4	VU0424456-1	46926632		
"Page Visit (PubChem, CID)"	ML258	COC1=CC=C(CN2C3=NN=NN3C4=C(C2=O)C5(CCCC5)CC6=CC=CC=C46)C=C1	MLS-0463397.0001	53301938		
"Page Visit (PubChem, CID)"	ML288	CCNC(=O)CCC1=NC(=NO1)C2=CC=C(C=C2)C3=CC=CC=C3	SR-03000000051-1	17759818		
"Page Visit (PubChem, CID)"	ML328	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCN(CC3)C(=S)NC4=CC=CC(=C4)C(F)(F)F)C(=O)O	MLS004713614	1517823		
"Page Visit (PubChem, CID)"	ML343	COC1=CC=C(C=C1)CC(=O)NCC2=CC=CC=C2C3=CC=CC=C3C=CC4=CC=C(C=C4)O	??Probe??	76850002		
"Page Visit (PubChem, CID)"	ML356	CCC(CC)C(=O)NC1=NC(=CS1)C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3	MLS004829569	70680643		
"Page Visit (PubChem, CID)"	ML363	CC1=C(C=CC(=C1)C(F)(F)F)C2=CC(=NN2)C3=CC=C(C=C3)F	SR-03000002976-1	57411924		
"Page Visit (PubChem, CID)"	ML377	CCOCCN1CC2=CC=CC(=C2C1=O)C(=O)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5N4	MLS-0472732.0001	71677755		
"Page Visit (PubChem, CID)"	ML378	C1CN(CCC1CCC2=CC=C(C=C2)Cl)C(=O)ON3C(=O)C4CN(CCN4C3=O)C(=O)N5CCOCC5	SR-02000002568-1	71710938		
"Page Visit (PubChem, CID)"	ML379	CC1CC(=O)NN=C1C2=CC=C(C=C2)N3CCOCC3	BRD-K55533488-001-02-6	71576758		
"Page Visit (PubChem, CID)"	ML380	CCN(CC1=CC=CC=C1C(F)(F)F)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NN=C4	VU0481443-3	71737672		
"Page Visit (PubChem, CID)"	ML389	C1CC1CN(C2=CC=C(C=C2)Cl)C(=O)C3CCN(CC3)C4=NC=C(C=C4)Cl	SR-02000002618-1	71768335		
"Page Visit (PubChem, CID)"	ML390	C1CC(C2=CC=CC=C2C1)NC(=O)CCNC(=O)C3=CC=C(C=C3)OC(F)(F)F	BRD-K65290449-001-01-1	71768304		
"Page Visit (PubChem, CID)"	ML395	C1CN(CCC12C(=O)NCN2CC3=CN=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O	VU0468809-1	73099363		
"Page Visit (PubChem, CID)"	ML398	C1COC(CN1CC2=CC=C(C=C2)Cl)CCC3=CC=CC=C3	VU0603865-1	72737723		
"Page Visit (PubChem, CID)"	ML399	C1CN(CCC1C(C2=CC(=CC=C2)F)(C3=CC=CC=N3)O)CCCOC4=CC=C(C=C4)C#N	VU0516340-1	71777738		
